"","time","val"
"216",2000.75,13260.506
"217",2001,13222.69
"218",2001.25,13299.984
"219",2001.5,13244.784
"220",2001.75,13280.859
"221",2002,13397.002
"222",2002.25,13478.152
"223",2002.5,13538.072
"224",2002.75,13559.032
"225",2003,13634.253
"226",2003.25,13751.543
"227",2003.5,13985.073
"228",2003.75,14145.645
"229",2004,14221.147
"230",2004.25,14329.523
"231",2004.5,14464.984
"232",2004.75,14609.876
"233",2005,14771.602
"234",2005.25,14839.782
"235",2005.5,14972.054
"236",2005.75,15066.597
"237",2006,15267.026
"238",2006.25,15302.705
"239",2006.5,15326.368
"240",2006.75,15456.928
"241",2007,15493.328
"242",2007.25,15582.085
"243",2007.5,15666.738
"244",2007.75,15761.967
"245",2008,15671.383
"246",2008.25,15752.308
"247",2008.5,15667.032
"248",2008.75,15328.027
"249",2009,15155.94
"250",2009.25,15134.117
"251",2009.5,15189.222
"252",2009.75,15356.058
"253",2010,15415.145
"254",2010.25,15557.277
"255",2010.5,15671.967
"256",2010.75,15750.625
"257",2011,15712.754
"258",2011.25,15825.096
"259",2011.5,15820.7
"260",2011.75,16004.107
"261",2012,16129.418
"262",2012.25,16198.807
"263",2012.5,16220.667
"264",2012.75,16239.138
"265",2013,16382.964
"266",2013.25,16403.18
"267",2013.5,16531.685
"268",2013.75,16663.649
"269",2014,16621.696
"270",2014.25,16830.111
"271",2014.5,17033.572
"272",2014.75,17113.945
"273",2015,17254.744
"274",2015.25,17397.029
"275",2015.5,17438.802
"276",2015.75,17456.225
"277",2016,17523.374
"278",2016.25,17622.486
"279",2016.5,17706.705
"280",2016.75,17784.185
"281",2017,17863.023
"282",2017.25,17995.15
"283",2017.5,18120.843
"284",2017.75,18223.758
"285",2018,18323.963
"286",2018.25,18511.576
"287",2018.5,18671.497
