"","time","val"
"437",1986.33333333333,-0.268
"438",1986.41666666667,-0.311
"439",1986.5,-0.115
"440",1986.58333333333,-0.322
"441",1986.66666666667,-0.322
"442",1986.75,0.126
"443",1986.83333333333,0.333
"444",1986.91666666667,0.519
"445",1987,0.399
"446",1987.08333333333,0.519
"447",1987.16666666667,0.432
"448",1987.25,0.355
"449",1987.33333333333,-0.126
"450",1987.41666666667,-0.5080001
"451",1987.5,-0.388
"452",1987.58333333333,0.388
"453",1987.66666666667,0.071
