"","time","val"
"90",1957.41666666667,20.98
"91",1957.5,12.37
"92",1957.58333333333,12.03
"93",1957.66666666667,12.41
"94",1957.75,15.89
"95",1957.83333333333,20.46
"96",1957.91666666667,26.95
"97",1958,30.29
"98",1958.08333333333,26.21
"99",1958.16666666667,23.34
"100",1958.25,25.55
"101",1958.33333333333,25.4
"102",1958.41666666667,24.16
"103",1958.5,23.34
"104",1958.58333333333,24.38
"105",1958.66666666667,27.2
"106",1958.75,29.18
"107",1958.83333333333,43.3
"108",1958.91666666667,53.92
"109",1959,59.76
"110",1959.08333333333,64.52
"111",1959.16666666667,65.84
"112",1959.25,70.19
"113",1959.33333333333,75.27
"114",1959.41666666667,77.63
"115",1959.5,76.96
"116",1959.58333333333,77.7
"117",1959.66666666667,85.13
"118",1959.75,99.33999
"119",1959.83333333333,97.7
"120",1959.91666666667,97.01999
"121",1960,98.83
"122",1960.08333333333,99.8
"123",1960.16666666667,96.74
"124",1960.25,93.54
"125",1960.33333333333,82.08
"126",1960.41666666667,71.51
"127",1960.5,49.61
"128",1960.58333333333,41.76
"129",1960.66666666667,59.78
"130",1960.75,90.97
"131",1960.83333333333,85.26
"132",1960.91666666667,100
"133",1961,98.5
"134",1961.08333333333,98.7
"135",1961.16666666667,93.1
"136",1961.25,79.37
"137",1961.33333333333,81.97
"138",1961.41666666667,55.94
"139",1961.5,50.39
"140",1961.58333333333,48.64
"141",1961.66666666667,40.12
"142",1961.75,63.04
"143",1961.83333333333,60.51
"144",1961.91666666667,78.72
"145",1962,71.37
"146",1962.08333333333,76.43
"147",1962.16666666667,71.25
"148",1962.25,56.46
"149",1962.33333333333,41.84
"150",1962.41666666667,41.24
"151",1962.5,35.28
"152",1962.58333333333,39.86
"153",1962.66666666667,45.13
"154",1962.75,53.8
"155",1962.83333333333,77.54
"156",1962.91666666667,80.02
"157",1963,81.28
"158",1963.08333333333,73.58
"159",1963.16666666667,66.06
"160",1963.25,59.46
"161",1963.33333333333,59.49
"162",1963.41666666667,51.9
"163",1963.5,35.21
"164",1963.58333333333,39.65
"165",1963.66666666667,31.9
"166",1963.75,61.56
"167",1963.83333333333,88.25
"168",1963.91666666667,96.46
"169",1964,83.94
"170",1964.08333333333,89.05
"171",1964.16666666667,92.97
"172",1964.25,98.29
"173",1964.33333333333,99.79
"174",1964.41666666667,94.01
"175",1964.5,87.06
"176",1964.58333333333,80.46
"177",1964.66666666667,74.86
"178",1964.75,67.18
"179",1964.83333333333,73.85
"180",1964.91666666667,80.15
"181",1965,69.45
"182",1965.08333333333,50.39
"183",1965.16666666667,31.68
"184",1965.25,31.25
"185",1965.33333333333,23.11
"186",1965.41666666667,11.32
"187",1965.5,8.96
"188",1965.58333333333,6.03
"189",1965.66666666667,11.7
"190",1965.75,34.63
"191",1965.83333333333,58.31
"192",1965.91666666667,58.66
"193",1966,72.62
"194",1966.08333333333,85.76
"195",1966.16666666667,94.29
"196",1966.25,92.76999
"197",1966.33333333333,93.18
"198",1966.41666666667,89.32
"199",1966.5,81.63
"200",1966.58333333333,71.44
"201",1966.66666666667,66.42
"202",1966.75,80.02
"203",1966.83333333333,76.52
"204",1966.91666666667,77.51
"205",1967,67.73001
"206",1967.08333333333,50.52
"207",1967.16666666667,48.97
"208",1967.25,50.64
"209",1967.33333333333,38.73
"210",1967.41666666667,30.79
"211",1967.5,23.75
"212",1967.58333333333,26.28
"213",1967.66666666667,36.67
"214",1967.75,68.91001
"215",1967.83333333333,97.39
"216",1967.91666666667,96.1
"217",1968,90.3
"218",1968.08333333333,84.92
"219",1968.16666666667,91.41001
"220",1968.25,92.54
"221",1968.33333333333,98.04
"222",1968.41666666667,99.96
"223",1968.5,88.83
"224",1968.58333333333,83.07
"225",1968.66666666667,86.32
"226",1968.75,99.83
"227",1968.83333333333,96.62
"228",1968.91666666667,99.94
"229",1969,96.89
"230",1969.08333333333,85.12
"231",1969.16666666667,77.97
"232",1969.25,67.38
"233",1969.33333333333,44.5
"234",1969.41666666667,26.72
"235",1969.5,13.25
"236",1969.58333333333,10.64
"237",1969.66666666667,23.83
"238",1969.75,29.18
"239",1969.83333333333,26.91
"240",1969.91666666667,20.09
"241",1970,22.33
"242",1970.08333333333,22.07
"243",1970.16666666667,26.2
"244",1970.25,29.81
"245",1970.33333333333,30.1
"246",1970.41666666667,24.25
"247",1970.5,25.3
"248",1970.58333333333,23.5
"249",1970.66666666667,35.62
"250",1970.75,52.11
"251",1970.83333333333,56.79
"252",1970.91666666667,69.09
"253",1971,86.64
"254",1971.08333333333,99.28
"255",1971.16666666667,98.48001
"256",1971.25,98.45
"257",1971.33333333333,94.76999
"258",1971.41666666667,93.58
"259",1971.5,78.07
"260",1971.58333333333,66.88
"261",1971.66666666667,77.04
"262",1971.75,88.72
"263",1971.83333333333,94.88
"264",1971.91666666667,99.67
"265",1972,100
"266",1972.08333333333,99.9
"267",1972.16666666667,96.91001
"268",1972.25,66.88
"269",1972.33333333333,52.39
"270",1972.41666666667,40.61
"271",1972.5,30.65
"272",1972.58333333333,32.04
"273",1972.66666666667,45.28
"274",1972.75,35
"275",1972.83333333333,35.62
"276",1972.91666666667,36.98
"277",1973,39.89
"278",1973.08333333333,36.88
"279",1973.16666666667,30.85
"280",1973.25,19.33
"281",1973.33333333333,13.26
"282",1973.41666666667,11.12
"283",1973.5,9.140001
"284",1973.58333333333,8.21
"285",1973.66666666667,10.76
"286",1973.75,10.43
"287",1973.83333333333,13.75
"288",1973.91666666667,37.91
"289",1974,41.85
"290",1974.08333333333,44.67
"291",1974.16666666667,50.57
"292",1974.25,50.34
"293",1974.33333333333,49.54
"294",1974.41666666667,56.93
"295",1974.5,60.16
"296",1974.58333333333,57.47
"297",1974.66666666667,71.68
"298",1974.75,97.28
"299",1974.83333333333,62.09
"300",1974.91666666667,59.97
"301",1975,51.18
"302",1975.08333333333,51.48
"303",1975.16666666667,66.08
"304",1975.25,86.39
"305",1975.33333333333,93.58
"306",1975.41666666667,99.9
"307",1975.5,93.86
"308",1975.58333333333,82.82
"309",1975.66666666667,84.83999
"310",1975.75,89.51
"311",1975.83333333333,86.89
"312",1975.91666666667,87.15
"313",1976,78.47
"314",1976.08333333333,55.93
"315",1976.16666666667,41.27
"316",1976.25,19.66
"317",1976.33333333333,9.439999
"318",1976.41666666667,4.66
"319",1976.5,2.36
"320",1976.58333333333,1.72
"321",1976.66666666667,3.32
"322",1976.75,12.13
"323",1976.83333333333,16.81
"324",1976.91666666667,24.3
"325",1977,52.42
"326",1977.08333333333,58.05
"327",1977.16666666667,59.42
"328",1977.25,57.52
"329",1977.33333333333,60.13
"330",1977.41666666667,64.68
"331",1977.5,74.94
"332",1977.58333333333,69.73001
"333",1977.66666666667,77.11
"334",1977.75,97.93
"335",1977.83333333333,98.74
"336",1977.91666666667,98.88
"337",1978,90.41001
"338",1978.08333333333,77.86
"339",1978.16666666667,61.48
"340",1978.25,47.66
"341",1978.33333333333,30.74
"342",1978.41666666667,20.11
"343",1978.5,12.08
"344",1978.58333333333,8.97
"345",1978.66666666667,20.03
"346",1978.75,71.54
"347",1978.83333333333,97.51999
"348",1978.91666666667,95.14
"349",1979,92.22
"350",1979.08333333333,80.09
"351",1979.16666666667,74.59
"352",1979.25,83.66001
"353",1979.33333333333,87.36
"354",1979.41666666667,96.63
"355",1979.5,93.36
"356",1979.58333333333,94.7
"357",1979.66666666667,99.66001
"358",1979.75,91.6
"359",1979.83333333333,89.98001
"360",1979.91666666667,99.39
"361",1980,99.46
"362",1980.08333333333,99.37
"363",1980.16666666667,99.51999
"364",1980.25,96.64
"365",1980.33333333333,89.55
"366",1980.41666666667,68.67
"367",1980.5,65.02
"368",1980.58333333333,61.82
"369",1980.66666666667,76.92
"370",1980.75,80.17
"371",1980.83333333333,77.48001
"372",1980.91666666667,82.34
"373",1981,74.11
"374",1981.08333333333,69.03
"375",1981.16666666667,79.48001
"376",1981.25,78.76
"377",1981.33333333333,67.55
"378",1981.41666666667,59.98
"379",1981.5,44.35
"380",1981.58333333333,41.18
"381",1981.66666666667,71.53
"382",1981.75,95.51999
"383",1981.83333333333,93.48001
"384",1981.91666666667,98.18
"385",1982,70.48001
"386",1982.08333333333,77.63
"387",1982.16666666667,88.11
"388",1982.25,93.15
"389",1982.33333333333,99.01
"390",1982.41666666667,93.31
"391",1982.5,81.21
"392",1982.58333333333,79.63
"393",1982.66666666667,80.67
"394",1982.75,85.63
"395",1982.83333333333,88.66001
"396",1982.91666666667,93.65
"397",1983,95.49
"398",1983.08333333333,98.26999
"399",1983.16666666667,86.19
"400",1983.25,79.69
"401",1983.33333333333,72.26
"402",1983.41666666667,35.06
"403",1983.5,20.98
"404",1983.58333333333,29.67
"405",1983.66666666667,42.09
"406",1983.75,52.96
"407",1983.83333333333,69.45
"408",1983.91666666667,76.86
"409",1984,86.19
"410",1984.08333333333,96
"411",1984.16666666667,96.07
"412",1984.25,86.85
"413",1984.33333333333,76.66001
"414",1984.41666666667,61.47
"415",1984.5,46.26
"416",1984.58333333333,40.15
"417",1984.66666666667,72.59
"418",1984.75,85.17
"419",1984.83333333333,91.74
"420",1984.91666666667,99.22
"421",1985,76.55
"422",1985.08333333333,64.17
"423",1985.16666666667,69.2
"424",1985.25,70.37
"425",1985.33333333333,79.55
"426",1985.41666666667,74.79
"427",1985.5,70.9
"428",1985.58333333333,78.86
"429",1985.66666666667,84.28
"430",1985.75,83.43
"431",1985.83333333333,85.55
"432",1985.91666666667,80.17
"433",1986,90.82
"434",1986.08333333333,99.39
"435",1986.16666666667,99.18
"436",1986.25,89.1
"437",1986.33333333333,82.18
"438",1986.41666666667,77.64
"439",1986.5,55.93
"440",1986.58333333333,49.73
"441",1986.66666666667,70.12
"442",1986.75,79.2
"443",1986.83333333333,87.83
"444",1986.91666666667,88.2
"445",1987,94.83
"446",1987.08333333333,98.66001
"447",1987.16666666667,94.83999
"448",1987.25,83.06
"449",1987.33333333333,61.42
"450",1987.41666666667,47.47
"451",1987.5,31.81
"452",1987.58333333333,22.95
"453",1987.66666666667,17.87
